1186,1662,23.0371
1438,1661,22.9932
1441,1662,23.0371
1129,1693,24.3994
1353,1719,25.542
1448,1755,27.124
957,1664,23.125
1217,1663,23.0811
1285,1660,22.9492
901,1663,23.0811
1318,1665,23.1689
935,1669,23.3447
1158,1667,23.2568
1983,1667,23.2568
1379,1669,23.3447
1312,1737,26.333
1314,1792,28.75
1293,1799,29.0576
1280,1807,29.4092
1291,1750,26.9043
1246,1719,25.542
1325,1700,24.707
1233,1684,24.0039
1281,1681,23.8721
1354,1679,23.7842
1353,1677,23.6963
1153,1674,23.5645
1309,1671,23.4326
1561,1671,23.4326
1341,1671,23.4326
1380,1671,23.4326
1404,1673,23.5205
1416,1671,23.4326
1430,1673,23.5205
1434,1673,23.5205
1442,1673,23.5205
1447,1673,23.5205
1446,1672,23.4766
1454,1673,23.5205
1457,1673,23.5205
1454,1674,23.5645
1457,1673,23.5205
1450,1672,23.4766
1458,1673,23.5205
979,1673,23.5205
1280,1712,25.2344
1319,1753,27.0361
1341,1775,28.0029
1351,1786,28.4863
1353,1797,28.9697
1359,1804,29.2773
1367,1808,29.4531
1371,1811,29.585
1378,1813,29.6728
1391,1815,29.7607
1397,1814,29.7168
1394,1813,29.6728
1394,1816,29.8047
1386,1818,29.8926
1392,1818,29.8926
1393,1818,29.8926
1408,1818,29.8926
1413,1813,29.6728
1367,1798,29.0137
1428,1783,28.3545
1423,1770,27.7832
1426,1761,27.3877
1425,1752,26.9922
1431,1745,26.6846
1435,1738,26.377
1431,1733,26.1572
1443,1725,25.8057
1192,1706,24.9707
1400,1704,24.8828
1429,1702,24.7949
1427,1699,24.6631
1426,1698,24.6191
1434,1696,24.5312
1432,1695,24.4873
1425,1693,24.3994
1423,1692,24.3555
1425,1691,24.3115
1431,1690,24.2676
1420,1689,24.2236
1420,1689,24.2236
1425,1687,24.1357
1423,1686,24.0918
1423,1685,24.0479
1408,1686,24.0918
1419,1685,24.0479
1422,1685,24.0479
1419,1686,24.0918
1420,1682,23.916
1420,1684,24.0039
1404,1681,23.8721
1398,1680,23.8281
1406,1681,23.8721
1401,1681,23.8721
1406,1679,23.7842
1403,1679,23.7842
1412,1681,23.8721
1412,1679,23.7842
1402,1680,23.8281
