1000,3000,95
1500,2900,92
<<<<<<< HEAD
<<<<<<< HEAD
3689,0,0
3688,0,0
3691,0,0
3686,0,0
3699,0,0
3689,0,0
3687,0,0
3690,0,0
3686,0,0
3695,0,0
3701,0,0
3714,0,0
3692,0,0
3684,0,0
3695,0,0
3690,0,0
3687,0,0
3712,0,0
3700,0,0
3697,0,0
3710,0,0
3708,0,0
3703,0,0
3706,0,0
3687,0,0
3687,0,0
3689,0,0
3693,0,0
3706,0,0
3716,0,0
3695,0,0
3688,0,0
3690,0,0
3695,0,0
3693,0,0
3696,0,0
3694,0,0
3702,0,0
3685,0,0
3695,0,0
3690,0,0
3713,0,0
3707,0,0
3712,0,0
3685,0,0
3681,0,0
3715,0,0
3692,0,0
3686,0,0
3713,0,0
3683,0,0
3689,0,0
3708,0,0
3696,0,0
3684,0,0
3712,0,0
3688,0,0
3706,0,0
3687,0,0
3685,0,0
3694,0,0
3688,0,0
3708,0,0
3705,0,0
3702,0,0
3709,0,0
3694,0,0
3686,0,0
3693,0,0
3715,0,0
3703,0,0
3689,0,0
3686,0,0
3687,0,0
3713,0,0
3710,0,0
3709,0,0
3684,0,0
3704,0,0
3684,0,0
3691,0,0
3703,0,0
3694,0,0
3688,0,0
3683,0,0
3702,0,0
3700,0,0
3686,0,0
3702,0,0
3682,0,0
3713,0,0
3688,0,0
3694,0,0
3684,0,0
3683,0,0
3686,0,0
3691,0,0
3701,0,0
3695,0,0
3683,0,0
3694,0,0
3700,0,0
3693,0,0
3707,0,0
3687,0,0
3692,0,0
3692,0,0
3708,0,0
3717,0,0
3693,0,0
3717,0,0
3692,0,0
3688,0,0
3699,0,0
3708,0,0
3690,0,0
3700,0,0
3688,0,0
3685,0,0
3708,0,0
3729,0,0
3712,0,0
3694,0,0
3688,0,0
3692,0,0
3704,0,0
3696,0,0
3688,0,0
3702,0,0
3690,0,0
3686,0,0
3707,0,0
3683,0,0
3682,0,0
3697,0,0
3690,0,0
3708,0,0
3707,0,0
3704,0,0
3691,0,0
3713,0,0
3683,0,0
3685,0,0
3690,0,0
3691,0,0
3716,0,0
3693,0,0
3698,0,0
3715,0,0
3707,0,0
3702,0,0
3719,0,0
3711,0,0
3690,0,0
3706,0,0
3706,0,0
3683,0,0
3684,0,0
3707,0,0
3704,0,0
3689,0,0
3693,0,0
3706,0,0
3682,0,0
3682,0,0
3695,0,0
3703,0,0
3688,0,0
3703,0,0
3687,0,0
3682,0,0
3680,0,0
3688,0,0
3689,0,0
3706,0,0
3687,0,0
3706,0,0
3702,0,0
3677,0,0
3694,0,0
3689,0,0
3705,0,0
3679,0,0
3690,0,0
3691,0,0
3682,0,0
3680,0,0
3678,0,0
3688,0,0
3697,0,0
3681,0,0
3679,0,0
3678,0,0
3692,0,0
3697,0,0
3698,0,0
3682,0,0
3671,0,0
3671,0,0
3671,0,0
3673,0,0
3698,0,0
3675,0,0
3672,0,0
3699,0,0
3694,0,0
3682,0,0
3682,0,0
3696,0,0
3690,0,0
3677,0,0
3704,0,0
3690,0,0
3708,0,0
3687,0,0
3696,0,0
3701,0,0
3689,0,0
3701,0,0
3689,0,0
3705,0,0
3684,0,0
3700,0,0
3695,0,0
3688,0,0
3709,0,0
3680,0,0
3682,0,0
3685,0,0
3707,0,0
3695,0,0
3711,0,0
3685,0,0
3696,0,0
3683,0,0
3699,0,0
3687,0,0
3683,0,0
3708,0,0
3702,0,0
3694,0,0
3713,0,0
3711,0,0
3690,0,0
3709,0,0
3710,0,0
3685,0,0
3713,0,0
3709,0,0
3685,0,0
3715,0,0
3711,0,0
3685,0,0
3693,0,0
3700,0,0
3686,0,0
3712,0,0
3685,0,0
3681,0,0
3698,0,0
3684,0,0
3707,0,0
3686,0,0
3688,0,0
3686,0,0
3713,0,0
3688,0,0
3711,0,0
3685,0,0
3695,0,0
3685,0,0
3715,0,0
3717,0,0
3688,0,0
3716,0,0
3705,0,0
3683,0,0
3709,0,0
3710,0,0
3710,0,0
3698,0,0
3711,0,0
3715,0,0
3712,0,0
3719,0,0
3691,0,0
3708,0,0
3696,0,0
3688,0,0
3686,0,0
3699,0,0
3688,0,0
3715,0,0
3690,0,0
3692,0,0
3687,0,0
3710,0,0
3711,0,0
3687,0,0
3701,0,0
3693,0,0
3718,0,0
3696,0,0
3696,0,0
3691,0,0
3712,0,0
3713,0,0
3702,0,0
3689,0,0
3702,0,0
3705,0,0
3710,0,0
3712,0,0
3713,0,0
3692,0,0
3713,0,0
3689,0,0
3706,0,0
3709,0,0
3690,0,0
3686,0,0
3704,0,0
3717,0,0
3690,0,0
3699,0,0
3719,0,0
3714,0,0
3710,0,0
3706,0,0
3711,0,0
3693,0,0
3709,0,0
3716,0,0
3708,0,0
3703,0,0
3699,0,0
